date;volume;issue;MODS;number of pages;number of words;number of articles;words per article;number of independent articles;words per independent article;characters per independent article;number of independent articles with author information;number of articles in sections;words per article in sections;characters per article in sections
1909-11-14;4;11;../metadata/oclc_4770057679-i_46.MODS.xml;64;18682;31;602.6451612903226;7;1819.857142857143;8299.42857142857;3;24;248.70833333333334;1166.5416666666667
