date;volume;issue;MODS;number of pages;number of words;number of articles;words per article;number of independent articles;words per independent article;characters per independent article;number of independent articles with author information;number of articles in sections;words per article in sections;characters per article in sections
1909-03-23;4;3;../metadata/oclc_4770057679-i_39.MODS.xml;71;20323;31;655.5806451612904;8;1816.25;8439.375;5;23;252.7826086956522;1169.9130434782608
