date;volume;issue;MODS;number of pages;number of words;number of articles;words per article;number of independent articles;words per independent article;characters per independent article;number of independent articles with author information;number of articles in sections;words per article in sections;characters per article in sections
1909-01-23;4;1;../metadata/oclc_4770057679-i_37.MODS.xml;70;18574;38;488.7894736842105;7;1828.5714285714287;8082;4;31;187.19354838709677;876.2258064516129
