date;volume;issue;MODS;number of pages;number of words;number of articles;words per article;number of independent articles;words per independent article;characters per independent article;number of independent articles with author information;number of articles in sections;words per article in sections;characters per article in sections
1910-06-10;5;6;../metadata/oclc_4770057679-i_53.MODS.xml;80;23528;25;941.12;6;3028.6666666666665;13779.166666666666;4;19;282.89473684210526;1338.842105263158
