date;volume;issue;MODS;number of pages;number of words;number of articles;words per article;number of independent articles;words per independent article;characters per independent article;number of independent articles with author information;number of articles in sections;words per article in sections;characters per article in sections
1911-10-24;6;11;../metadata/oclc_4770057679-i_70.MODS.xml;56;17385;19;915;3;4926.333333333333;22217;2;16;163.75;776.0625
